name,uid,guid,id,height,weight,age,position,jersey,salary,birthDate,headshot,lastName,experience,college,birthPlace,height_cm,team,hand
Nick Richards,s:40~l:46~a:4278076,d88424995c79e6c6deb09eff19d50af9,4278076,"7' 0""",245 lbs,24,C,14,"$1,517,981",11/29/97,https://a.espncdn.com/i/headshots/nba/players/full/4278076.png,Nick Richards,1,Kentucky,"Kingston, Jamaica",213.36,Charlotte Hornets,
Terry Rozier,s:40~l:46~a:3074752,639066f0013b1e669f7558454a8c43f2,3074752,"6' 1""",190 lbs,27,SG,3,"$17,905,263",03/17/94,https://a.espncdn.com/i/headshots/nba/players/full/3074752.png,Terry Rozier,6,Louisville,"Youngstown, OH",185.42,Charlotte Hornets,B
Ish Smith,s:40~l:46~a:4305,70ccf8eafde224a9199da476354af493,4305,"6' 0""",175 lbs,33,PG,10,"$4,500,000",07/05/88,https://a.espncdn.com/i/headshots/nba/players/full/4305.png,Ish Smith,11,Wake Forest,"Concord, NC",182.88,Charlotte Hornets,
JT Thor,s:40~l:46~a:4702233,574895c9-13b9-32ed-8991-74a7a8267728,4702233,"6' 9""",203 lbs,19,PF,21,"$1,250,000",08/26/02,https://a.espncdn.com/i/headshots/nba/players/full/4702233.png,JT Thor,0,Auburn,"Anchorage, AK",205.74,Charlotte Hornets,
Bam Adebayo,s:40~l:46~a:4066261,38b3edc557ffd3ff9aa22865f7f01a4c,4066261,"6' 9""",255 lbs,24,C,13,"$28,103,500",07/18/97,https://a.espncdn.com/i/headshots/nba/players/full/4066261.png,Bam Adebayo,4,Kentucky,"Newark, NJ",205.74,Miami Heat,
Jimmy Butler,s:40~l:46~a:6430,076edf90d1672d1588cba174c984b9e3,6430,"6' 7""",230 lbs,32,SF,22,"$36,016,200",09/14/89,https://a.espncdn.com/i/headshots/nba/players/full/6430.png,Jimmy Butler,10,Marquette,"Houston, TX",200.66,Miami Heat,
Dewayne Dedmon,s:40~l:46~a:2580913,862e6532863f2f630dde554db031adcd,2580913,"7' 0""",245 lbs,32,C,21,"$1,669,178",08/12/89,https://a.espncdn.com/i/headshots/nba/players/full/2580913.png,Dewayne Dedmon,8,USC,"Lancaster, CA",213.36,Miami Heat,
Marcus Garrett,s:40~l:46~a:4277892,4d8f752f1aac6250c32b725f1dfcf3f5,4277892,"6' 5""",205 lbs,23,SG,0,0,11/09/98,https://a.espncdn.com/i/headshots/nba/players/full/4277892.png,Marcus Garrett,0,Kansas,"Dallas, TX",195.57999999999998,Miami Heat,
Udonis Haslem,s:40~l:46~a:2184,cf71b775619741415c2e921ea60d009d,2184,"6' 8""",235 lbs,41,PF,40,"$1,669,178",06/09/80,https://a.espncdn.com/i/headshots/nba/players/full/2184.png,Udonis Haslem,18,Florida,"Miami, FL",203.2,Miami Heat,
Tyler Herro,s:40~l:46~a:4395725,1417212dee61bc8b40a530dc9db6d72b,4395725,"6' 5""",195 lbs,21,PG,14,"$4,004,280",01/20/00,https://a.espncdn.com/i/headshots/nba/players/full/4395725.png,Tyler Herro,2,Kentucky,"Milwaukee, WI",195.57999999999998,Miami Heat,
Kyle Lowry,s:40~l:46~a:3012,f47675222a75d36e0214eeb7a489af0e,3012,"6' 0""",196 lbs,35,PG,7,"$26,894,128",03/25/86,https://a.espncdn.com/i/headshots/nba/players/full/3012.png,Kyle Lowry,15,Villanova,"Philadelphia, PA",182.88,Miami Heat,
Caleb Martin,s:40~l:46~a:3138160,c7402e537823fac4b133907d0c303f60,3138160,"6' 5""",205 lbs,26,SF,16,"$1,782,621",09/28/95,https://a.espncdn.com/i/headshots/nba/players/full/3138160.png,Caleb Martin,2,Nevada,"Mocksville, NC",195.57999999999998,Miami Heat,
Markieff Morris,s:40~l:46~a:6461,bb14f49433879cb5bd8f175ec15546a2,6461,"6' 9""",245 lbs,32,PF,8,"$1,669,178",09/02/89,https://a.espncdn.com/i/headshots/nba/players/full/6461.png,Markieff Morris,10,Kansas,"Philadelphia, PA",205.74,Miami Heat,
KZ Okpala,s:40~l:46~a:4278521,de8d1ce9cadf50dcab46578058bab192,4278521,"6' 8""",215 lbs,22,SF,11,"$1,782,621",04/28/99,https://a.espncdn.com/i/headshots/nba/players/full/4278521.png,KZ Okpala,2,Stanford,"Orange County, CA",203.2,Miami Heat,
Victor Oladipo,s:40~l:46~a:2527963,c398807055caf4c7989f435301d61d59,2527963,"6' 4""",213 lbs,29,SG,4,"$1,669,178",05/04/92,https://a.espncdn.com/i/headshots/nba/players/full/2527963.png,Victor Oladipo,8,Indiana,"Silver Spring, MD",193.04,Miami Heat,
Duncan Robinson,s:40~l:46~a:3157465,36432468246f8e5e4079cf34dafef796,3157465,"6' 7""",215 lbs,27,SG,55,"$15,650,000",04/22/94,https://a.espncdn.com/i/headshots/nba/players/full/3157465.png,Duncan Robinson,3,Michigan,"York, ME",200.66,Miami Heat,
Max Strus,s:40~l:46~a:4065778,ac438cf4ae0c8aec7efca048bfe3df5b,4065778,"6' 5""",215 lbs,25,SG,31,"$1,669,178",03/28/96,https://a.espncdn.com/i/headshots/nba/players/full/4065778.png,Max Strus,2,DePaul,"Hickory Hills, IL",195.57999999999998,Miami Heat,
Gabe Vincent,s:40~l:46~a:3137259,82247bd5fd403926f54faf0cc016aa37,3137259,"6' 3""",200 lbs,25,PG,2,"$1,669,178",06/14/96,https://a.espncdn.com/i/headshots/nba/players/full/3137259.png,Gabe Vincent,2,UC Santa Barbara,"Modesto, CA",190.5,Miami Heat,R
Omer Yurtseven,s:40~l:46~a:3074213,aeb04ed2a44c630ee3201b8e65500832,3074213,"6' 11""",275 lbs,23,C,77,"$1,489,065",06/19/98,https://a.espncdn.com/i/headshots/nba/players/full/3074213.png,Omer Yurtseven,0,Georgetown,Uzbekistan,210.82,Miami Heat,
Cole Anthony,s:40~l:46~a:4432809,390cbbeb9761117469a8831a5b201127,4432809,"6' 3""",185 lbs,21,PG,50,"$3,449,400",05/15/00,https://a.espncdn.com/i/headshots/nba/players/full/4432809.png,Cole Anthony,0,North Carolina,"New York, NY",190.5,Orlando Magic,
Mo Bamba,s:40~l:46~a:4277919,74c0d8a89086966f3f7ad48490abc675,4277919,"7' 0""",231 lbs,23,C,5,"$7,568,743",05/12/98,https://a.espncdn.com/i/headshots/nba/players/full/4277919.png,Mo Bamba,2,Texas,"Harlem, NY",213.36,Orlando Magic,
Ignas Brazdeikis,s:40~l:46~a:4397205,113393728f9bce210e964977825ce890,4397205,"6' 6""",221 lbs,22,SF,17,0,01/08/99,https://a.espncdn.com/i/headshots/nba/players/full/4397205.png,Ignas Brazdeikis,0,Michigan,"Kaunas, Lithuania",198.12,Orlando Magic,
Markelle Fultz,s:40~l:46~a:4066636,3d85554f4ead77c64d9e8fe5ce01a40a,4066636,"6' 4""",209 lbs,23,PG,20,"$16,500,000",05/29/98,https://a.espncdn.com/i/headshots/nba/players/full/4066636.png,Markelle Fultz,3,Washington,"Upper Marlboro, MD",193.04,Orlando Magic,
Gary Harris,s:40~l:46~a:2999547,80977674266a5c4a16a5f7efe9961fe0,2999547,"6' 4""",210 lbs,27,SG,14,"$20,482,143",09/14/94,https://a.espncdn.com/i/headshots/nba/players/full/2999547.png,Gary Harris,6,Michigan State,"Fishers, IN",193.04,Orlando Magic,
Jonathan Isaac,s:40~l:46~a:4065654,99d3b132e33a2cc78cf9236b06d7c625,4065654,"6' 10""",230 lbs,24,PF,1,"$17,400,000",10/03/97,https://a.espncdn.com/i/headshots/nba/players/full/4065654.png,Jonathan Isaac,3,Florida State,"Naples, FL",208.28,Orlando Magic,L
Robin Lopez,s:40~l:46~a:3447,e42d29743d0f4d62b872ce6f536f237a,3447,"7' 0""",281 lbs,33,C,33,"$5,000,000",04/01/88,https://a.espncdn.com/i/headshots/nba/players/full/3447.png,Robin Lopez,12,Stanford,"North Hollywood, CA",213.36,Orlando Magic,
Mychal Mulder,s:40~l:46~a:3936298,f5a46c489e9aee6a1a74f67f9494132f,3936298,"6' 3""",184 lbs,27,G,2,"$1,782,621",06/12/94,https://a.espncdn.com/i/headshots/nba/players/full/3936298.png,Mychal Mulder,2,Kentucky,"Etobicoke, ON",190.5,Orlando Magic,R
Chuma Okeke,s:40~l:46~a:4278052,fdfabfe7d165a2c4135b34fd9bcc9545,4278052,"6' 6""",229 lbs,23,PF,3,"$3,277,080",08/18/98,https://a.espncdn.com/i/headshots/nba/players/full/4278052.png,Chuma Okeke,0,Auburn,"Atlanta, GA",198.12,Orlando Magic,B
Terrence Ross,s:40~l:46~a:6619,528d204e3905fdf2aa6facbf45947309,6619,"6' 6""",206 lbs,30,SG,31,"$12,500,000",02/05/91,https://a.espncdn.com/i/headshots/nba/players/full/6619.png,Terrence Ross,8,Washington,"Portland, OR",198.12,Orlando Magic,
Jalen Suggs,s:40~l:46~a:4432165,bd1767da-2774-3ec3-9c48-f443f0777bf6,4432165,"6' 5""",205 lbs,20,SG,4,"$6,593,040",06/03/01,https://a.espncdn.com/i/headshots/nba/players/full/4432165.png,Jalen Suggs,0,Gonzaga,"Saint Paul, MN",195.57999999999998,Orlando Magic,
Franz Wagner,s:40~l:46~a:4566434,a585c182-99b5-3f9f-97ec-4382128e8e9f,4566434,"6' 10""",220 lbs,20,SF,22,"$5,007,840",08/27/01,https://a.espncdn.com/i/headshots/nba/players/full/4566434.png,Franz Wagner,0,Michigan,"Berlin, Germany",208.28,Orlando Magic,
Moritz Wagner,s:40~l:46~a:3150844,77dabd3ef33570aab04be579fc0efec4,3150844,"6' 11""",245 lbs,24,C,21,"$1,729,217",04/26/97,https://a.espncdn.com/i/headshots/nba/players/full/3150844.png,Moritz Wagner,2,Michigan,"Berlin, Germany",210.82,Orlando Magic,
Deni Avdija,s:40~l:46~a:4683021,c025f56a-78ee-3e47-be5a-f962c1b58ffb,4683021,"6' 9""",210 lbs,20,SF,9,"$4,692,840",01/03/01,https://a.espncdn.com/i/headshots/nba/players/full/4683021.png,Deni Avdija,0,,"Tel Aviv, Israel",205.74,Washington Wizards,
Joel Ayayi,s:40~l:46~a:4280150,97ca0ada9fbf6a6e1b1d09590c70a962,4280150,"6' 4""",180 lbs,21,G,17,0,03/05/00,https://a.espncdn.com/i/headshots/nba/players/full/4280150.png,Joel Ayayi,0,Gonzaga,"Bordeaux, France",193.04,Washington Wizards,
Bradley Beal,s:40~l:46~a:6580,fb35d5ac5ddec5ee98f3c348c244c0ae,6580,"6' 4""",207 lbs,28,SG,3,"$33,724,200",06/28/93,https://a.espncdn.com/i/headshots/nba/players/full/6580.png,Bradley Beal,8,Florida,"Saint Louis, MO",193.04,Washington Wizards,B
Davis Bertans,s:40~l:46~a:6426,bbe50a531f763f8b66e122c077b6dfba,6426,"6' 10""",225 lbs,29,SF,42,"$16,000,000",11/12/92,https://a.espncdn.com/i/headshots/nba/players/full/6426.png,Davis Bertans,4,,Latvia,208.28,Washington Wizards,
Thomas Bryant,s:40~l:46~a:3934723,4b399440a23de7d3e7b3f2db19e9bb2b,3934723,"6' 10""",248 lbs,24,C,13,"$8,666,667",07/31/97,https://a.espncdn.com/i/headshots/nba/players/full/3934723.png,Thomas Bryant,3,Indiana,"Rochester, NY",208.28,Washington Wizards,
Spencer Dinwiddie,s:40~l:46~a:2580782,d161d7b2bf154c50b6380c8d8754efe4,2580782,"6' 6""",215 lbs,28,PG,26,"$17,142,857",04/06/93,https://a.espncdn.com/i/headshots/nba/players/full/2580782.png,Spencer Dinwiddie,7,Colorado,"Woodland Hills, CA",198.12,Washington Wizards,
Daniel Gafford,s:40~l:46~a:4278049,5ea1b27c35dcc1cf3d9cba22c98062d4,4278049,"6' 9""",234 lbs,23,C,21,"$1,782,621",10/01/98,https://a.espncdn.com/i/headshots/nba/players/full/4278049.png,Daniel Gafford,1,Arkansas,"El Dorado, AR",205.74,Washington Wizards,
Anthony Gill,s:40~l:46~a:2581184,3199633672872ae074e4bd8839a5ae01,2581184,"6' 7""",230 lbs,29,PF,16,"$1,517,981",10/17/92,https://a.espncdn.com/i/headshots/nba/players/full/2581184.png,Anthony Gill,0,Virginia,"High Point, NC",200.66,Washington Wizards,
Rui Hachimura,s:40~l:46~a:4066648,40c1bcf6675bf217f97c1d628073f927,4066648,"6' 8""",230 lbs,23,PF,8,"$4,916,160",02/08/98,https://a.espncdn.com/i/headshots/nba/players/full/4066648.png,Rui Hachimura,1,Gonzaga,"Toyama, Japan",203.2,Washington Wizards,
Montrezl Harrell,s:40~l:46~a:2991055,37502d0d04f2eb8fa0b4266731adf5df,2991055,"6' 7""",240 lbs,27,C,6,"$9,720,900",01/26/94,https://a.espncdn.com/i/headshots/nba/players/full/2991055.png,Montrezl Harrell,6,Louisville,"Tarboro, NC",200.66,Washington Wizards,
Aaron Holiday,s:40~l:46~a:3922230,83305275d4dadbb2ee85003cba53cd23,3922230,"6' 0""",185 lbs,25,PG,4,"$3,980,551",09/30/96,https://a.espncdn.com/i/headshots/nba/players/full/3922230.png,Aaron Holiday,3,UCLA,"Chatsworth, CA",182.88,Washington Wizards,
Corey Kispert,s:40~l:46~a:4280151,bbbd33173baaab71f8b550c5fa97fc24,4280151,"6' 6""",224 lbs,22,SF,24,"$3,383,640",03/03/99,https://a.espncdn.com/i/headshots/nba/players/full/4280151.png,Corey Kispert,0,Gonzaga,"Edmonds, WA",198.12,Washington Wizards,
Kyle Kuzma,s:40~l:46~a:3134907,6fe27ee9be2b9dddd75f18675e177915,3134907,"6' 9""",221 lbs,26,SF,33,"$13,000,000",07/24/95,https://a.espncdn.com/i/headshots/nba/players/full/3134907.png,Kyle Kuzma,4,Utah,"Flint, MI",205.74,Washington Wizards,
Raul Neto,s:40~l:46~a:2968361,a8463c665dc5f3c3f84682a998120b9f,2968361,"6' 2""",180 lbs,29,PG,19,"$1,669,178",05/19/92,https://a.espncdn.com/i/headshots/nba/players/full/2968361.png,Raul Neto,5,,Brazil,187.96,Washington Wizards,
Isaiah Todd,s:40~l:46~a:4715198,42009844-7eca-3607-b89e-43163909a62c,4715198,"6' 9""",219 lbs,20,PF,14,"$1,500,000",10/17/01,https://a.espncdn.com/i/headshots/nba/players/full/4715198.png,Isaiah Todd,0,,"Baltimore, MD",205.74,Washington Wizards,
Cassius Winston,s:40~l:46~a:4066382,52c4601878ba63084df2ef678f1aef77,4066382,"6' 1""",185 lbs,23,PG,5,0,02/28/98,https://a.espncdn.com/i/headshots/nba/players/full/4066382.png,Cassius Winston,0,Michigan State,"Detroit, MI",185.42,Washington Wizards,
Will Barton,s:40~l:46~a:6579,e8c90318261e5c78f07ab666de9c1ae0,6579,"6' 5""",181 lbs,30,SF,5,"$15,625,000",01/06/91,https://a.espncdn.com/i/headshots/nba/players/full/6579.png,Will Barton,8,Memphis,"Baltimore, MD",195.57999999999998,Denver Nuggets,
Bol Bol,s:40~l:46~a:4397102,ca22763a903c06cfdf6c571ba8c55dae,4397102,"7' 2""",220 lbs,22,C,10,"$2,161,152",11/16/99,https://a.espncdn.com/i/headshots/nba/players/full/4397102.png,Bol Bol,1,Oregon,"Khartoum, Sudan",218.44000000000003,Denver Nuggets,
Facundo Campazzo,s:40~l:46~a:2968334,bf4f02ad7d0011df4ee12dc8d59b2108,2968334,"5' 10""",195 lbs,30,PG,7,"$3,200,000",03/23/91,https://a.espncdn.com/i/headshots/nba/players/full/2968334.png,Facundo Campazzo,0,,"Cardoba, Argentina",177.8,Denver Nuggets,
Vlatko Cancar,s:40~l:46~a:4230557,eacea5f7c7fee0f06a31349553c9bae7,4230557,"6' 8""",236 lbs,24,SF,31,"$1,782,621",04/10/97,https://a.espncdn.com/i/headshots/nba/players/full/4230557.png,Vlatko Cancar,1,,"Koper, Slovenia",203.2,Denver Nuggets,
Petr Cornelie,s:40~l:46~a:3899009,7577e0b752e8bfb0b0df13e60b23654d,3899009,"6' 11""",220 lbs,26,F,21,0,07/26/95,https://a.espncdn.com/i/headshots/nba/players/full/3899009.png,Petr Cornelie,0,,"Calais, France",210.82,Denver Nuggets,
Aaron Gordon,s:40~l:46~a:3064290,d6c22a9ffbe31566e175c86137d057a5,3064290,"6' 8""",235 lbs,26,PF,50,"$16,409,091",09/16/95,https://a.espncdn.com/i/headshots/nba/players/full/3064290.png,Aaron Gordon,6,Arizona,"San Jose, CA",203.2,Denver Nuggets,
JaMychal Green,s:40~l:46~a:2327577,7f371bd67ee471dbc894d3efa58bae1d,2327577,"6' 8""",227 lbs,31,PF,0,"$8,200,000",06/21/90,https://a.espncdn.com/i/headshots/nba/players/full/2327577.png,JaMychal Green,6,Alabama,"Montgomery, AL",203.2,Denver Nuggets,
Jeff Green,s:40~l:46~a:3209,be3d61b085b40c0baf388002721290b9,3209,"6' 8""",235 lbs,35,PF,32,"$4,500,000",08/28/86,https://a.espncdn.com/i/headshots/nba/players/full/3209.png,Jeff Green,13,Georgetown,"Hyattsville, MD",203.2,Denver Nuggets,
Markus Howard,s:40~l:46~a:4065805,f09d935616ad83593a46a7b9595eca02,4065805,"5' 10""",175 lbs,22,PG,00,0,03/03/99,https://a.espncdn.com/i/headshots/nba/players/full/4065805.png,Markus Howard,0,Marquette,"Chandler, AZ",177.8,Denver Nuggets,
Bones Hyland,s:40~l:46~a:4592492,16cd227a-e760-36eb-8664-f55aaef1a30f,4592492,"6' 2""",169 lbs,21,PG,3,"$2,096,880",09/14/00,https://a.espncdn.com/i/headshots/nba/players/full/4592492.png,Bones Hyland,0,Virginia Commonwealth,"Wilmington, DE",187.96,Denver Nuggets,B
Nikola Jokic,s:40~l:46~a:3112335,22f5751106ae1587f01b33965365ce0d,3112335,"6' 11""",284 lbs,26,C,15,"$31,579,390",02/19/95,https://a.espncdn.com/i/headshots/nba/players/full/3112335.png,Nikola Jokic,5,,"Sombor, Serbia",210.82,Denver Nuggets,
Monte Morris,s:40~l:46~a:3059310,5f7ea6e5937e1ab007f3f00cd895ee12,3059310,"6' 2""",183 lbs,26,PG,11,"$8,449,074",06/27/95,https://a.espncdn.com/i/headshots/nba/players/full/3059310.png,Monte Morris,3,Iowa State,"Grand Rapids, MI",187.96,Denver Nuggets,
Jamal Murray,s:40~l:46~a:3936299,153b92a9848974e3c5246527eb991e84,3936299,"6' 3""",215 lbs,24,PG,27,"$29,467,800",02/23/97,https://a.espncdn.com/i/headshots/nba/players/full/3936299.png,Jamal Murray,4,Kentucky,"Kitchener, ON",190.5,Denver Nuggets,
Zeke Nnaji,s:40~l:46~a:4431690,d69dedbe-c2c2-318a-a972-187a79ae0111,4431690,"6' 9""",240 lbs,20,PF,22,"$2,498,760",01/09/01,https://a.espncdn.com/i/headshots/nba/players/full/4431690.png,Zeke Nnaji,0,Arizona,"Lakeville, MN",205.74,Denver Nuggets,
Davon Reed,s:40~l:46~a:3059262,9b93fb3c8116f3a735ebee219c21b48c,3059262,"6' 5""",206 lbs,26,G,2,,06/11/95,https://a.espncdn.com/i/headshots/nba/players/full/3059262.png,Davon Reed,0,Miami (FL),"Ewing, NJ",195.57999999999998,Denver Nuggets,R
Austin Rivers,s:40~l:46~a:6617,3247a1a122286918132d730dbe85aa01,6617,"6' 4""",200 lbs,29,SG,25,"$1,669,178",08/01/92,https://a.espncdn.com/i/headshots/nba/players/full/6617.png,Austin Rivers,7,Duke,"Winter Park, FL",193.04,Denver Nuggets,
Malik Beasley,s:40~l:46~a:3907822,4e963496bb602e6e6db0b0b2da819023,3907822,"6' 4""",187 lbs,25,SG,5,"$14,491,964",11/26/96,https://a.espncdn.com/i/headshots/nba/players/full/3907822.png,Malik Beasley,6,Florida State,"Atlanta, GA",193.04,Minnesota Timberwolves,
Patrick Beverley,s:40~l:46~a:3964,1ab8ad1b6dbffffcf2a7270e7e0a3df4,3964,"6' 1""",180 lbs,33,PG,22,"$14,320,988",07/12/88,https://a.espncdn.com/i/headshots/nba/players/full/3964.png,Patrick Beverley,10,Arkansas,"Chicago, IL",185.42,Minnesota Timberwolves,
Leandro Bolmaro,s:40~l:46~a:4683025,72f46040-a985-3228-995b-80cd39ef695e,4683025,"6' 6""",200 lbs,21,SG,9,"$2,353,320",09/11/00,https://a.espncdn.com/i/headshots/nba/players/full/4683025.png,Leandro Bolmaro,0,,"Buenos Aires, Argentina",198.12,Minnesota Timberwolves,
Anthony Edwards,s:40~l:46~a:4594268,a2edb458-a371-3fba-ba5a-b24dd2fd2d9e,4594268,"6' 4""",225 lbs,20,SF,1,"$10,245,480",08/05/01,https://a.espncdn.com/i/headshots/nba/players/full/4594268.png,Anthony Edwards,1,Georgia,"Atlanta, GA",193.04,Minnesota Timberwolves,L
Nathan Knight,s:40~l:46~a:4067325,7de19d87e408e3c2858423a2e06e5ca4,4067325,"6' 10""",253 lbs,24,F,30,0,09/20/97,https://a.espncdn.com/i/headshots/nba/players/full/4067325.png,Nathan Knight,1,William & Mary,"Syracuse, NY",208.28,Minnesota Timberwolves,
Jake Layman,s:40~l:46~a:2982268,1a2ccb0dbcce546d7b4a69818851c7d1,2982268,"6' 8""",209 lbs,27,SF,10,"$3,940,185",03/07/94,https://a.espncdn.com/i/headshots/nba/players/full/2982268.png,Jake Layman,6,Maryland,"Wrentham, MA",203.2,Minnesota Timberwolves,
Jaden McDaniels,s:40~l:46~a:4431671,b7a78718-3dc4-395f-bbc5-dc5477126c1d,4431671,"6' 9""",185 lbs,21,PF,3,"$2,063,280",09/29/00,https://a.espncdn.com/i/headshots/nba/players/full/4431671.png,Jaden McDaniels,1,Washington,"Seattle, WA",205.74,Minnesota Timberwolves,B
Jordan McLaughlin,s:40~l:46~a:3134916,e1d2e36a3b3fce76d98e476fabd4add9,3134916,"5' 11""",185 lbs,25,PG,6,"$2,000,000",04/09/96,https://a.espncdn.com/i/headshots/nba/players/full/3134916.png,Jordan McLaughlin,3,USC,"Etiwanda, CA",180.34,Minnesota Timberwolves,
Jaylen Nowell,s:40~l:46~a:4278541,e2bca5e9c0ecb5334f6c95e33d937777,4278541,"6' 4""",201 lbs,22,SG,4,"$1,782,621",07/09/99,https://a.espncdn.com/i/headshots/nba/players/full/4278541.png,Jaylen Nowell,3,Washington,"Seattle, WA",193.04,Minnesota Timberwolves,
Josh Okogie,s:40~l:46~a:4065663,d48af5178b3f1f26ad6b688b2de84fb4,4065663,"6' 4""",213 lbs,23,SF,20,"$4,087,904",09/01/98,https://a.espncdn.com/i/headshots/nba/players/full/4065663.png,Josh Okogie,4,Georgia Tech,"Lagos, Nigeria",193.04,Minnesota Timberwolves,
Taurean Prince,s:40~l:46~a:2990962,bb4c77ff39aa4d3047a4a1e375f721d1,2990962,"6' 6""",218 lbs,27,PF,12,"$13,000,000",03/22/94,https://a.espncdn.com/i/headshots/nba/players/full/2990962.png,Taurean Prince,6,Baylor,"San Marcos, TX",198.12,Minnesota Timberwolves,
Naz Reid,s:40~l:46~a:4396971,f8d497e7586c2aa74da13af638ca26e1,4396971,"6' 9""",264 lbs,22,C,11,"$1,782,621",08/26/99,https://a.espncdn.com/i/headshots/nba/players/full/4396971.png,Naz Reid,3,LSU,"Asbury Park, NJ",205.74,Minnesota Timberwolves,
Jarred Vanderbilt,s:40~l:46~a:4278077,888ccde398d46ef8c697d6a4ce158f87,4278077,"6' 9""",214 lbs,22,PF,8,"$4,050,000",04/03/99,https://a.espncdn.com/i/headshots/nba/players/full/4278077.png,Jarred Vanderbilt,3,Kentucky,"Houston, TX",205.74,Minnesota Timberwolves,
Darius Bazley,s:40~l:46~a:4423545,dc51779c0f1a03c8f807c7916c852c77,4423545,"6' 8""",208 lbs,21,PF,7,"$2,513,040",06/12/00,https://a.espncdn.com/i/headshots/nba/players/full/4423545.png,Darius Bazley,3,,"Boston, MA",203.2,Oklahoma City Thunder,
Gabriel Deck,s:40~l:46~a:3929321,0672b674e98d33960b33db1689a98d13,3929321,"6' 6""",231 lbs,26,SF,6,"$3,676,852",02/08/95,https://a.espncdn.com/i/headshots/nba/players/full/3929321.png,Gabriel Deck,2,,,198.12,Oklahoma City Thunder,
Luguentz Dort,s:40~l:46~a:4397020,7f199b6758d7790d458c29e62293032b,4397020,"6' 3""",215 lbs,22,SF,5,"$1,782,621",04/19/99,https://a.espncdn.com/i/headshots/nba/players/full/4397020.png,Luguentz Dort,3,Arizona State,"Montreal, PQ",190.5,Oklahoma City Thunder,
Derrick Favors,s:40~l:46~a:4257,7f9cc19ccc3507a006d8ed2f8fbe6276,4257,"6' 9""",265 lbs,30,C,15,"$9,720,900",07/15/91,https://a.espncdn.com/i/headshots/nba/players/full/4257.png,Derrick Favors,12,Georgia Tech,"Atlanta, GA",205.74,Oklahoma City Thunder,
Josh Giddey,s:40~l:46~a:4871145,501894e4-c167-38d3-8dda-8412203e3fcf,4871145,"6' 8""",205 lbs,19,SG,3,"$5,988,000",10/10/02,https://a.espncdn.com/i/headshots/nba/players/full/4871145.png,Josh Giddey,0,,,203.2,Oklahoma City Thunder,B
Ty Jerome,s:40~l:46~a:4065733,c310575489ce50553b1b61c45e7ce40a,4065733,"6' 5""",195 lbs,24,SG,16,"$2,412,840",07/08/97,https://a.espncdn.com/i/headshots/nba/players/full/4065733.png,Ty Jerome,3,Virginia,"New Rochelle, NY",195.57999999999998,Oklahoma City Thunder,
Vit Krejci,s:40~l:46~a:4578893,c27612a0689716713416f6a32b845064,4578893,"6' 8""",195 lbs,21,G,27,"$925,258",06/19/00,https://a.espncdn.com/i/headshots/nba/players/full/4578893.png,Vit Krejci,0,,Czech Republic,203.2,Oklahoma City Thunder,
Theo Maledon,s:40~l:46~a:4683027,e4d3af47-5482-39f3-aa6c-2d6b03a45cb0,4683027,"6' 4""",175 lbs,20,PG,11,"$2,000,000",06/12/01,https://a.espncdn.com/i/headshots/nba/players/full/4683027.png,Theo Maledon,0,,"Paris, France",193.04,Oklahoma City Thunder,
Tre Mann,s:40~l:46~a:4432819,9c80056b-c667-30bd-89d0-d905425b1d1c,4432819,"6' 3""",178 lbs,20,PG,23,"$2,901,240",02/03/01,https://a.espncdn.com/i/headshots/nba/players/full/4432819.png,Tre Mann,0,Florida,"Gainesville, FL",190.5,Oklahoma City Thunder,
Mike Muscala,s:40~l:46~a:2490089,a288cccb5f3ee54ea843741c1a17e3ad,2490089,"6' 10""",240 lbs,30,C,33,"$3,365,385",07/01/91,https://a.espncdn.com/i/headshots/nba/players/full/2490089.png,Mike Muscala,9,Bucknell,"Saint Louis Park, MN",208.28,Oklahoma City Thunder,
Aleksej Pokusevski,s:40~l:46~a:4683018,b85693a5-ce81-33ac-a061-390175489fd4,4683018,"7' 0""",190 lbs,19,PF,17,"$3,113,160",12/26/01,https://a.espncdn.com/i/headshots/nba/players/full/4683018.png,Aleksej Pokusevski,2,,"Sabac, Serbia",213.36,Oklahoma City Thunder,
Isaiah Roby,s:40~l:46~a:4066392,5ca5512744c745602c21fd80b365d7ab,4066392,"6' 8""",230 lbs,23,F,22,"$1,782,621",02/03/98,https://a.espncdn.com/i/headshots/nba/players/full/4066392.png,Isaiah Roby,3,Nebraska,"Dixon, IL",203.2,Oklahoma City Thunder,
Paul Watson,s:40~l:46~a:3058030,6dc16b47c281c67d63cbe6ad03cbc117,3058030,"6' 6""",210 lbs,26,SG,8,"$1,701,593",12/30/94,https://a.espncdn.com/i/headshots/nba/players/full/3058030.png,Paul Watson,3,Fresno State,"Phoenix, AZ",198.12,Oklahoma City Thunder,
Aaron Wiggins,s:40~l:46~a:4397183,f22ab0b791ee77c3f4c940138ecdaa1b,4397183,"6' 4""",190 lbs,22,SG,21,0,01/02/99,https://a.espncdn.com/i/headshots/nba/players/full/4397183.png,Aaron Wiggins,0,Maryland,"Greensboro, NC",193.04,Oklahoma City Thunder,
